Frame,Metric Distance
281,32.88736151791875
282,32.75750872031968
283,32.89731753509419
284,32.89618690664472
285,33.02510256484079
286,32.486700533470184
287,32.58554467497165
288,32.53282545827279
289,32.639883984650005
290,32.54921582812849
291,32.25787822751755
292,32.46176539932806
293,32.73028419417648
294,32.428037924948626
295,32.51498853475262
296,32.07772351965477
297,32.15946846948493
298,32.13171250147328
299,32.12890422599341
300,32.10461262906475
301,31.82929398781419
302,32.01787935590881
303,31.8807598398284
304,31.667036875098454
305,31.604480852127097
306,31.347966641145874
307,31.302669222703926
308,31.052894278771284
309,30.647267123191938
310,30.769375903341093
311,30.158747070582898
312,30.3535948395617
313,30.747574447251438
314,30.681383588882937
315,30.156776521718008
316,30.29377871434253
317,30.370516043699894
318,30.483090271932177
319,30.275092416832983
320,30.430783503804612
321,30.708163412729384
